ID,A1,A2,A3,B1,B2,B3,D1,D2,D3,e1,e2,e3,e12,e13,e23,eI,eII,eIII
553,-0.125,0.125,-0.25,-0.34375,-0.65625,0.3125,-0.2421875,0.2421875,-0.296875,-0.178263489,7.170844547,-1.784571777,-0.818175859,1.322651924,-0.223865209,7.242760781,-0.197539488,-1.837212011
554,0.125,-0.375,0.25,-0.15625,0.09375,0.1875,0.5234375,-0.3515625,0.296875,2.86839022,-0.149097268,-0.622360305,1.907083424,0.019712312,-0.524112279,3.160850981,-0.397219634,-0.6666987
555,0,0.25,0,0.375,-0.5625,0.25,0.046875,0.0625,-0.28125,3.088347949,2.950558846,-1.49160659,-7.606228355,-0.313761902,0.109766515,6.414621346,-0.525440346,-1.437904018
556,-0.125,0.125,0.75,0.71875,-0.09375,0.1875,-0.0546875,0.0546875,0.890625,-0.103565457,6.429015921,-1.691941636,-0.374239526,-0.534824717,0.078403926,5.926778325,-0.1256254,-1.485018068
557,-0.125,-0.125,0.25,0.28125,0.15625,-0.3125,0.0390625,0.1328125,0.671875,-0.03407739,4.885137751,-1.233600225,-1.133620226,-0.856641182,0.016917638,4.53624401,-0.200224068,-1.046963079
558,0.125,-0.125,0.25,0.09375,0.03125,-0.8125,0.1484375,0.1328125,0.109375,4.124754705,-0.012789551,-0.957849533,0.611457208,-0.023643279,1.360447295,3.845384946,-0.089952038,-0.89043111
559,-0.25,0,0.5,0.6875,0.25,-0.375,-0.296875,0.28125,0.40625,-0.020928368,8.438031073,-2.211009485,-0.761645397,-1.163132647,-0.029645016,7.406471795,-0.127229046,-1.772238198
560,0.125,0.125,-0.25,-0.15625,0.21875,-0.1875,0.0546875,0.0546875,-0.859375,4.201216871,-0.431766944,-0.742143592,2.148591411,-0.490910388,0.651488969,4.480422669,-0.808113446,-0.863834479
561,-0.25,0.25,0.5,0.625,-0.125,0.25,-0.0625,0.0625,0.875,-0.150413962,8.676527214,-2.295179562,0.514475669,-0.697303293,0.118205594,8.091911749,-0.189347667,-2.050719933
562,0.125,-0.125,-0.25,-0.46875,0.21875,-0.0625,0.0078125,-0.2890625,0.171875,-0.297930543,6.051763412,-1.497403619,-1.903311131,0.676589334,-0.358465295,6.208216381,-0.422465455,-1.529321676
563,0.25,0.25,0,-0.0625,-0.1875,0,0.578125,0.296875,0.1875,3.441416156,-0.394049739,-0.626998332,1.516290104,-0.412861118,-0.305115755,3.775462774,-0.639012695,-0.795181798
564,-0.125,0.125,-0.25,-0.09375,-0.15625,-0.6875,0.2265625,0.0546875,-0.296875,8.211571549,-0.762031868,-1.679984597,0.501340569,0.044322878,2.273303717,7.526053417,-0.899526835,-1.456862693
565,-0.375,0.125,-0.25,0.03125,0.03125,-0.0625,-0.4453125,0.3359375,-0.109375,-0.50822515,9.758038432,-2.384719309,-1.956601482,-1.082944752,0.587835893,9.570934248,-1.012437378,-2.161050878
566,0.125,-0.125,-0.25,0.34375,-0.21875,-0.1875,0.0546875,0.0390625,0.265625,-0.238191174,6.19621409,-1.536518707,-1.15971352,-0.807465767,0.28648974,5.732339294,-0.566795662,-1.243030327
567,0.125,-0.625,-0.25,0.34375,-0.09375,-0.1875,-0.1328125,-0.5546875,-0.109375,-0.098013499,4.450916458,-1.119763525,-2.808658537,-0.509616721,0.090726326,4.535265728,-0.598515535,-0.960522356
568,-0.375,-0.375,0.25,-0.28125,-0.15625,-0.3125,-0.1640625,-0.2578125,0.484375,-0.44112795,7.963702956,-3.07325623,-5.068523751,-0.240667546,-0.451782098,8.668969725,-1.114265381,-3.105385568
569,0.125,0.125,-0.25,0.34375,-0.15625,0.5625,0.3359375,-0.2265625,-0.296875,4.686627362,-0.586946799,-0.883973597,2.187216342,-0.024971159,-1.094391087,4.954213019,-0.755062444,-0.983443609
570,0.125,-0.125,-0.25,0.15625,0.09375,0.1875,0.0546875,-0.3359375,-0.859375,3.977220331,-0.360161316,-0.711877688,2.618695726,0.451245905,-0.257682129,4.644216519,-0.819439145,-1.181816597
571,-0.125,0.375,-0.25,0.15625,0.03125,-0.4375,-0.2890625,0.5859375,-0.390625,-0.221512955,8.946043235,-2.278840899,1.155179489,-1.199509752,0.236373889,8.244207755,-0.550640032,-1.89728415
572,-0.25,0,0,-0.4375,-0.125,0,0.078125,-0.375,0,1.910698193,4.17812269,-1.460813312,7.558696016,-0.689918688,-1.398450736,7.046881419,-0.740284442,-1.678589407
573,0.125,-0.125,0.25,0.15625,-0.28125,0.3125,0.2421875,-0.1484375,-0.453125,0.764473934,2.44552306,-0.756402229,3.923207987,-0.516256232,-0.774485385,3.779675503,-0.438418127,-0.887662611
574,0,-0.25,-0.5,-0.375,-0.5625,-0.125,0.140625,-0.15625,-0.125,1.886019272,4.903847366,-1.607754853,8.356926701,-0.897047066,-1.588612181,7.908886109,-0.86097411,-1.865800213
575,0,0,0,0.25,0.125,-0.25,-0.234375,0.046875,-0.28125,-0.189151783,5.186065173,-1.283915072,-1.372131228,-0.737044547,0.22717315,4.883452324,-0.522183512,-1.048247826
576,-0.25,0.25,0,-0.0625,0.3125,0,-0.484375,0.203125,0,3.683790128,3.183100307,-1.661584643,-8.040597968,0.449020208,-0.105440449,7.809245719,-0.923474168,-1.684101855
577,-0.375,-0.125,0.75,0.21875,-0.09375,-0.1875,-0.0703125,-0.0546875,0.890625,-0.048619869,4.397288649,-1.121023039,-1.695127321,-0.521402035,0.019083202,4.355953501,-0.238159807,-1.036019062
578,0.125,0.125,0.25,0.21875,-0.28125,0.1875,0.6640625,0.1015625,0.578125,3.824878804,-0.555733386,-0.712822124,1.489761271,0.04119644,0.342442022,3.870815006,-0.675810517,-0.704764464
579,-0.375,-0.125,0.75,-0.46875,0.09375,0.1875,-0.6328125,-0.0546875,0.890625,-0.056151578,6.051836463,-1.597826952,-1.658573383,0.549788174,-0.00934057,6.172026316,-0.166045728,-1.608122656
580,-0.375,-0.125,0.25,0.09375,-0.34375,-0.5625,-0.5390625,-0.3359375,0.296875,-0.11873232,7.158469161,-1.835795714,-1.877299292,-0.74546261,0.101627654,6.798496168,-0.297258746,-1.627228279
581,0.375,0.375,0.25,-0.53125,0.09375,-0.1875,0.0703125,0.3515625,0.296875,-0.175695445,4.937658923,-1.266471751,0.258758936,0.483975628,-0.196065157,4.950155263,-0.169187445,-1.285476091
582,0.25,0.5,0,-0.375,0.3125,-0.625,0.34375,0.640625,-0.28125,2.120054596,2.032137414,-0.95831158,-5.258299861,-0.038012658,0.515708598,5.456978717,-1.018333392,-1.255654495
583,-0.25,-0.25,0.5,-0.375,0,0,-0.109375,-0.296875,0.40625,-0.068944548,3.995603765,-1.017941189,-2.28385099,0.434967919,-0.050293556,4.30328255,-0.366365206,-1.028199316
584,-0.375,-0.375,0.25,0.03125,0.15625,0.3125,-0.3984375,-0.4921875,0.015625,-0.099121422,5.318948752,-1.348721461,-3.371737912,0.544633358,-0.080223608,7.490877723,-1.239927766,-2.559094375
585,0.5,-0.25,0.5,0.125,0.0625,0.125,0.78125,-0.203125,0.59375,1.91285013,-0.070823799,-0.388739948,1.509015747,-0.093020158,0.189677521,2.215388745,-0.344066086,-0.44730245
586,-0.25,-0.25,-0.5,-0.375,0.375,0.75,-0.4375,-0.34375,-0.125,-0.298189589,18.1801038,-4.646269977,-0.217948489,2.538784283,-0.296742237,18.25121696,-0.29436121,-4.721211521
587,0,0.25,-0.5,0.25,-0.3125,0.375,0.28125,0.296875,-0.40625,-0.894827822,6.046866729,-1.244363216,-2.356098266,0.859484628,0.189350023,6.23236292,-0.985957633,-1.352307695
588,-0.5,0,0,-0.1875,0.1875,0.375,-0.59375,-0.1875,0.1875,-0.244333846,12.41770806,-3.169410437,-1.351559495,1.440984051,-0.230611986,12.48730123,-0.278284278,-3.205053176
589,-0.5,0.25,0,0,0.3125,0,-0.59375,0.109375,0.1875,-0.480998269,13.46434423,-3.456129855,0.209514701,1.046796442,-0.528224409,13.4811868,-0.457977651,-3.495993047
590,0.25,0.25,-0.5,-0.25,-0.25,-0.5,0.296875,0.296875,-0.40625,5.184198526,-1.475616937,-0.714373414,2.58350985,0.075329081,0.972203688,5.234938884,-0.60189322,-1.874136564
591,-0.125,0.125,0.25,-0.40625,-0.34375,0.0625,-0.2421875,0.1484375,0.109375,-0.135907285,5.456091094,-1.377948336,-1.182435481,0.78057853,-0.143956859,5.540542189,-0.196935562,-1.401371153
592,0.125,0.125,-0.25,0.15625,0.78125,-0.0625,0.0078125,0.0078125,-0.765625,1.006117182,2.808478457,-0.895377335,4.964040672,0.55082823,0.913104996,4.351060255,-0.576827004,-1.042577257
593,-0.125,0.375,-0.25,-0.21875,0.28125,-0.4375,0.1796875,0.5859375,-0.203125,3.742942208,2.743216053,-1.55216595,-8.316318745,0.049945302,0.503426127,7.885806873,-1.471425834,-1.723877502
594,0.125,0.625,-0.25,0.34375,-0.28125,0.5625,0.3359375,0.6484375,-0.296875,2.771034779,3.121767841,-1.454459355,-8.804873105,-0.253310069,0.233815058,7.042215321,-1.368304825,-1.372876269
595,0.5,0,0.5,0,-0.125,0.375,0.734375,0.140625,0.6875,2.550352219,-0.056155109,-0.571594162,0.723757239,0.006942892,-0.72320996,2.639547139,-0.100200111,-0.616744079
596,0.125,-0.125,-0.25,-0.15625,0.28125,-0.4375,0.2890625,-0.2890625,-0.390625,4.678743935,-0.397336689,-0.95140518,2.217170695,-0.006471018,1.302774017,4.635862809,-0.627221753,-0.960728539
597,0.25,0.25,0.5,0.1875,0.1875,-0.375,0.109375,0.296875,0.40625,-0.051446323,3.620427087,-0.913685986,-0.085250867,-0.57609499,0.045169654,3.393347396,-0.126167119,-0.804516489
598,-0.125,-0.625,-0.25,-0.15625,-0.15625,-0.3125,0.0390625,-0.7421875,-0.484375,0.491042765,5.954306835,-2.568832715,7.852326962,-0.074193551,0.059610903,8.493056185,-1.991746037,-2.666797549
599,-0.125,0.125,-0.75,0.09375,-0.09375,-0.1875,-0.0546875,0.2421875,-0.890625,5.528969486,3.645923489,-2.141015645,-13.75965257,-1.067554804,1.134856284,10.63976938,-1.818113853,-2.329959255
