ID,A1,A2,A3,B1,B2,B3,D1,D2,D3,e1,e2,e3,e12,e13,e23,eI,eII,eIII
287,-0.25,0.5,-0.5,0.1875,0.25,-0.375,-0.296875,0.6875,-0.40625,-0.398581565,13.19937735,-3.349117744,2.150039254,-1.803941104,0.429685388,12.38132448,-0.944170503,-2.860535257
288,-0.125,-0.125,0.25,-0.09375,0.15625,0.9375,-0.1953125,-0.1953125,0.015625,-0.018818952,5.954135486,-1.511842431,-0.753484464,1.102959623,0.00091879,6.018032446,-0.041680666,-1.552877677
289,0,0,0,0.75,0,0,0,0.09375,0.75,-0.118315365,9.246465415,-2.406978099,-0.030469066,-1.149990203,0.134214806,8.142668974,-0.245236866,-1.929172729
290,-0.75,0,0.5,-0.25,0.0625,0.5,-0.796875,-0.09375,0.59375,-0.115603316,16.96551742,-4.421922763,-0.590578893,2.154334907,-0.013334375,17.02471738,-0.120673932,-4.476052105
291,0,0.25,0,-0.25,-0.3125,0,0,0.015625,0.375,-0.203087951,4.805318822,-1.183144674,-1.066994555,0.659311772,-0.239805959,4.880630206,-0.251764435,-1.209779575
292,0.125,0.125,-0.25,-0.21875,-0.09375,0.1875,0.0546875,0.6171875,-0.296875,2.871597026,2.328343917,-1.24147524,-6.406852735,0.576249204,-0.427954619,5.832459803,-0.607993641,-1.26600046
293,0.25,0.25,-0.5,-0.1875,0.1875,-0.375,0.296875,0.109375,-0.40625,4.817266672,-0.927585588,-0.804471491,2.626238565,0.053029107,0.784873791,4.936279002,-0.702562317,-1.341814118
294,0,0,0,0.1875,0.1875,-0.625,0.234375,0.234375,0.28125,5.493047574,-0.03019788,-1.277785257,0.330546613,-0.036344973,1.672094604,5.024966703,-0.113397102,-1.142990487
295,-0.375,-0.125,0.25,-0.53125,0.40625,0.6875,-0.4453125,-0.4296875,0.109375,-0.089965947,10.95834232,-2.869717232,-0.362914825,1.273601756,-0.05694204,10.99061417,-0.092830085,-2.899124947
296,0.25,0,0,-0.0625,-0.25,0.5,-0.078125,-0.375,-0.5625,1.074710526,2.875244863,-0.94161026,4.795678033,-0.537424144,-0.936472848,4.579380362,-0.480532194,-1.090503039
297,0,-0.25,0.5,0,0.1875,0.375,0,-0.296875,0.40625,2.781604489,-0.077635341,-0.622877759,1.715194339,0.022378208,-0.453362841,3.031812738,-0.300048668,-0.650672681
298,0.125,0.125,-0.25,-0.40625,0.59375,-0.1875,0.0546875,0.0546875,-0.296875,3.264806073,2.603823013,-1.421424977,-7.591525591,0.399045466,-0.292198674,6.751634555,-0.871615853,-1.432814592
299,0.25,0.25,0,0.25,0,0.375,0.578125,0.296875,0.1875,0.767458223,2.327390139,-0.7001374,3.95753952,-0.225166023,0.189195816,3.779437113,-0.560238795,-0.858601583
300,0.25,0.25,0.5,-0.625,-0.125,0.25,-0.03125,0.15625,0.6875,-0.037370478,4.717431366,-1.224096435,0.188010023,0.644526017,-0.026291182,4.736677345,-0.038912893,-1.241799999
301,-0.25,0.25,0.5,-0.5,-0.375,0.75,-0.4375,0.4375,0.125,0.016642563,7.411149709,-1.930194157,0.986299619,1.191927386,0.069554699,7.481755994,-0.01608962,-1.968068259
302,-0.25,0.25,0,-0.125,-0.25,-0.125,-0.53125,0.0625,0.28125,-0.323388588,7.066500839,-1.7465212,-0.732111303,-0.705648413,0.354561635,6.91014876,-0.575511567,-1.610646807
303,-0.25,0.25,0,-0.125,0,-0.125,-0.390625,0.484375,0,-0.369147292,7.336088529,-1.834012393,-1.030946687,0.608210357,-0.418754898,7.381354088,-0.379218274,-1.86920697
304,0.25,0,0,0.25,0.0625,0.375,0.578125,-0.28125,0.1875,3.259627701,-0.404488119,-0.609123614,1.985104755,-0.017428138,-0.61734811,3.533148845,-0.575191203,-0.711941673
305,0.5,0,0.5,-0.0625,-0.0625,-0.5,0.6875,-0.09375,0.59375,2.556360996,-0.09850809,-0.555948095,0.905127126,-0.002529096,0.682148138,2.560925002,-0.20894485,-0.546985398
306,0.375,-0.125,0.75,0.09375,0.09375,0.1875,0.3515625,-0.0546875,0.890625,2.253527273,-0.087958848,-0.49982273,1.404512004,-0.020906109,0.288138017,2.364218777,-0.256057637,-0.489536418
307,0.125,-0.125,0.25,0.03125,-0.15625,0.5625,0.3359375,0.2265625,0.296875,3.477676873,-0.017948405,-0.800747515,0.838970427,0.026238035,-1.117208521,3.596925655,-0.060090818,-0.877853883
308,-0.625,0.375,0.25,-0.21875,-0.21875,0.4375,-0.7890625,0.2109375,0.578125,-0.147525343,20.97547607,-5.441332691,5.008921071,3.005872295,0.018890532,21.35165294,-0.435066231,-5.52996867
309,0.25,-0.5,-0.5,-0.0625,-0.125,-0.125,0.4375,-0.546875,-0.125,4.265019088,-0.47477899,-0.783825175,3.566638261,0.018099036,-0.624960267,4.944361406,-0.88174907,-1.095549476
310,-0.25,0.25,0.5,0.1875,0.0625,-0.125,-0.671875,0.203125,0.59375,-0.106434142,6.338287785,-1.630378297,0.155151324,-0.726817955,0.074489708,6.026326392,-0.135657391,-1.503310279
311,0,0.5,0,-0.0625,-0.3125,0.625,0.1875,0.5,0,5.879388918,-0.114404538,-1.327723202,-1.384364477,0.050467083,-1.42590286,6.027067025,-0.190759492,-1.399046354
312,0.125,-0.125,0.25,0.03125,-0.03125,-0.1875,-0.3203125,-0.4296875,0.109375,-0.112702513,3.24885008,-0.802845812,-1.713139427,-0.367301217,0.128959728,3.325142344,-0.422043874,-0.716016758
313,0.125,0.375,0.25,-0.21875,-0.15625,0.3125,-0.0859375,0.4921875,0.015625,-0.112094685,4.812057305,-1.217177344,0.462825237,0.660775677,-0.115579023,4.840597789,-0.118164717,-1.239647796
314,-0.25,0.25,0,-0.25,-0.125,0.125,-0.4375,0.4375,0.09375,-0.245699478,8.247517908,-2.091920994,-0.316554723,0.927817641,-0.276442079,8.271460899,-0.239709665,-2.121853797
315,-0.125,0.125,0.25,-0.03125,-0.34375,-0.1875,0.2265625,-0.2265625,0.296875,4.961592276,-0.255676184,-1.071256695,1.057687514,-0.003732184,0.655345907,4.889824132,-0.284231096,-1.046064945
316,0.5,0.25,0,0.125,-0.0625,0.25,0.640625,0.34375,0.28125,2.911839438,-0.703272271,-0.402213631,1.963146788,0.09050379,-0.028696268,3.161163096,-0.398164854,-0.956644707
317,-0.375,-0.125,0.75,0.59375,-0.09375,-0.1875,-0.3515625,-0.0546875,0.890625,-0.05504588,6.320950633,-1.662150744,-1.644889853,-0.625963687,0.00718985,5.848353685,-0.185816125,-1.42524327
318,0.25,0.25,-0.5,0.0625,-0.0625,0.125,0.203125,-0.359375,-0.59375,0.403742806,3.222752712,-0.838657492,5.560657446,-0.428635594,-0.518099475,4.94795037,-0.831291694,-1.32882065
319,0,0,0,-0.1875,-0.1875,0.125,0.375,-0.375,0,1.129548345,3.103288873,-0.997548042,5.340197094,-0.608806786,-0.995959335,5.010663505,-0.605906687,-1.169467642
320,0.375,-0.125,0.25,-0.53125,-0.15625,-0.1875,0.3515625,-0.0546875,0.859375,-0.087820292,3.933630724,-0.992055463,-1.298612842,0.545487721,-0.101477062,4.051118226,-0.18998631,-1.007376948
321,-0.25,-0.25,0,-0.125,-0.25,-0.625,-0.0625,-0.34375,0.28125,5.952584761,-0.201666047,-1.319228806,2.667600056,-0.037866698,1.22507498,5.969194072,-0.461282545,-1.277207637
322,0.125,-0.125,0.75,0.59375,0.15625,0.3125,0.2421875,-0.1484375,0.703125,-0.06542388,3.334831563,-0.855035304,-1.797919467,-0.338352229,0.054224893,3.307476673,-0.354065679,-0.732242047
323,0.125,0.125,0.25,-0.34375,-0.09375,0.5625,-0.0390625,0.2421875,0.296875,-0.02538643,4.865463561,-1.244124123,-0.062850539,0.832305341,-0.023410194,4.893889416,-0.025523299,-1.272413108
324,0.375,-0.375,-0.25,-0.09375,-0.53125,-0.1875,0.2109375,-0.2109375,-0.578125,0.374738911,2.854611485,-0.777113524,3.865127583,-0.374539225,-0.496259436,3.927886417,-0.598252114,-0.877397432
325,0.375,0.125,-0.25,-0.21875,-0.03125,-0.4375,0.5859375,0.2890625,0.171875,3.600962336,-0.847196407,-0.536575136,2.556924519,0.043265609,-0.011159582,3.944289908,-0.610524275,-1.18989158
326,-0.25,0.5,-0.5,-0.1875,0,0.375,-0.296875,0.59375,-0.40625,-0.350971909,15.39750112,-4.000770359,3.357792593,1.813177978,-0.362668725,15.61421542,-0.506558223,-4.061898344
327,-0.375,0.125,-0.25,0.15625,-0.59375,-0.3125,-0.1640625,-0.0390625,-0.671875,6.128897949,8.095923258,-3.532689198,-16.59072746,-1.239356357,1.084628966,14.1219251,-0.82776581,-3.18157118
328,-0.25,-0.25,0.5,-0.75,0.25,0.5,-0.296875,-0.296875,0.40625,-0.053532199,6.625103997,-1.733802242,-1.615415822,0.735320823,-0.011754169,6.737193084,-0.148941841,-1.750481686
329,-0.25,-0.25,0,-0.4375,0.0625,0.25,-0.34375,-0.34375,0.28125,-0.142718886,7.34877045,-1.856399065,-2.402552091,0.942699226,-0.128263628,7.560703489,-0.330574597,-1.880476392
330,-0.5,0.25,0.5,-0.0625,-0.375,0.75,-0.265625,0.4375,0.125,0.032766429,9.145412332,-2.298834484,2.287225871,2.023260386,0.115905113,9.374323407,-0.106636822,-2.388342308
331,-0.125,0.125,-0.25,0.28125,-0.40625,0.0625,-0.0078125,0.1015625,-0.390625,3.871508379,2.733104575,-1.578994231,-8.624363727,-0.464277018,0.215045293,7.250710523,-0.734949999,-1.55489634
332,0.5,-0.25,0,-0.4375,-0.125,-0.875,0.5,-0.203125,0,2.955476084,-0.238410425,-0.591185816,2.016889121,-0.00308678,0.841169872,3.408262342,-0.500468148,-0.881014655
333,-0.125,-0.125,-0.25,-0.46875,-0.46875,0.5625,-0.3828125,0.3671875,-0.015625,-0.05632553,10.14656511,-2.59625333,-0.435769823,1.728275938,-0.059648992,10.2095874,-0.060926773,-2.654674376
334,0,-0.25,0.5,-0.5625,-0.125,-0.25,-0.234375,-0.0625,0.875,-0.063954122,4.427892782,-1.151249096,-2.226026627,0.402763631,-0.03195159,4.695377392,-0.323512827,-1.159175002
335,0.25,0.25,0.5,-0.375,0,0,0.296875,0.109375,0.78125,-0.096566749,3.822295876,-0.964479256,-0.316661472,0.480830545,-0.094155675,3.84088232,-0.101364449,-0.978268001
336,-0.125,-0.375,0.25,-0.21875,-0.03125,-0.0625,-0.3828125,-0.4921875,0.015625,-0.23862819,4.807725636,-1.866210441,-3.14691104,-0.149803125,-0.248998208,5.258329818,-0.672544059,-1.882898754
337,-0.5,0,0.5,0,-0.25,0.375,-0.59375,0.28125,0.40625,-0.286051786,6.598414984,-1.609906626,-2.269420875,1.64367746,-0.687548454,7.174488311,-0.798494975,-1.638671822
338,0.125,-0.125,0.25,0.28125,-0.15625,-0.1875,0.0546875,-0.3359375,0.296875,-0.111076114,3.719159286,-0.924402376,-1.512428425,-0.460059957,0.121005141,3.645874372,-0.342384344,-0.809539238
339,0.25,0,0,-0.4375,-0.5,-0.25,0.203125,-0.1875,0,1.01053547,2.815219523,-0.919186504,4.675182972,-0.439923197,-0.780621326,4.448755713,-0.505511644,-1.036675579
340,0.125,0.375,0.25,-0.46875,-0.28125,0.5625,-0.2265625,0.3515625,0.296875,-0.026219836,5.528166294,-1.434725487,0.878390765,0.824084882,-0.009963951,5.586666842,-0.059745883,-1.459699988
341,0,0,0,0.125,0.5,0,0.375,-0.09375,0,0.969579214,2.888014133,-0.909041188,4.740380609,0.579221614,0.944028364,4.286550715,-0.481217772,-1.014626033
342,-0.125,-0.125,-0.25,-0.46875,-0.21875,0.0625,-0.0078125,-0.2890625,0.171875,-0.239835451,7.813871198,-1.93384026,-2.098919649,1.260961917,-0.282441142,7.990082399,-0.372113421,-1.977773491
343,-0.25,-0.5,-0.5,-0.25,0.1875,0.5,-0.296875,-0.6875,-0.40625,-0.378549108,12.7244863,-3.182781097,-5.059732139,1.702563241,-0.405614883,13.24248376,-0.849247856,-3.230079811
344,-0.125,0.375,0.25,-0.59375,-0.09375,0.1875,-0.0546875,0.3515625,0.296875,-0.11664969,8.203524849,-2.137473372,1.408060907,0.988365318,-0.114079085,8.285497217,-0.170966416,-2.165129014
345,0.125,-0.125,0.25,0.03125,-0.40625,0.0625,0.3359375,0.1328125,0.109375,3.1199144,-0.155797879,-0.67240695,1.432984209,0.023498887,-0.855076669,3.313241128,-0.283262112,-0.738269446
346,-0.5,0.25,0,-0.0625,0.375,0.125,-0.359375,0.0625,-0.28125,6.130534312,7.632262277,-3.404317122,-16.28228107,1.054701697,-0.596003883,15.07595812,-1.285756487,-3.431722166
347,0.125,-0.375,-0.25,0.09375,0.34375,0.3125,0.1484375,-0.7265625,-0.671875,3.758686216,-0.269825687,-0.715704824,2.903821587,-0.110185092,0.425983269,4.515855929,-0.839281699,-1.016739138
348,0,0.25,-0.5,-0.1875,0.25,0.5,-0.28125,0.296875,-0.40625,-0.289636237,10.35278015,-2.632409135,1.243919687,1.431624078,-0.30573261,10.42715073,-0.309937098,-2.686478851
349,-0.5,-0.25,0.5,-0.25,-0.1875,-0.375,-0.125,-0.296875,0.40625,1.341400603,5.861405371,-2.843453694,7.775955892,-0.283906747,0.389316119,8.571157737,-1.694214381,-2.869604563
350,-0.375,-0.125,0.25,-0.34375,0.21875,-0.1875,-0.0703125,-0.0546875,0.296875,-0.320821027,6.478480354,-1.624189975,-3.036297057,0.29615554,-0.381216159,6.80609599,-0.620398979,-1.652227658
351,-0.25,0.25,-0.5,0.125,0.375,-0.25,-0.15625,0.71875,-0.6875,4.864847724,4.285912146,-2.139216185,-11.59721425,-1.21335325,0.852877638,9.689430155,-0.896797284,-2.031871425
352,0.125,-0.125,0.25,0.28125,0.09375,0.0625,0.4296875,-0.4296875,0.109375,3.146552772,-0.165929946,-0.63760591,1.859470431,-0.381408818,0.815863458,3.531128699,-0.452250666,-0.797449457
353,0.125,-0.125,0.25,-0.46875,-0.15625,0.0625,0.2890625,-0.0078125,0.765625,-0.057208508,4.301411609,-1.087673655,-1.158156574,0.690631236,-0.054898992,4.39885038,-0.132519835,-1.109801099
354,0.375,-0.125,-0.25,0.21875,-0.40625,0.4375,0.3046875,-0.0078125,-0.390625,3.683597388,-0.338800046,-0.732615499,2.259885114,0.004538997,-0.90103611,4.019173002,-0.568735277,-0.838255881
355,-0.125,-0.125,-0.25,0.53125,-0.21875,-0.1875,-0.0546875,0.0390625,0.265625,-0.246176921,10.16900875,-2.584339,-0.550385308,-1.325615758,0.294751226,9.168758512,-0.555650423,-2.086946189
356,0.25,0.25,0,0.125,0.125,-0.625,-0.21875,0.53125,-0.28125,-0.123562924,5.037092051,-1.260248607,0.148772376,-0.810402607,0.143215402,4.550638099,-0.326672347,-1.005706862
357,0,0,0.5,0.25,0.125,0.125,0.046875,-0.046875,0.875,-0.090672125,3.646069163,-0.910717811,-1.363246265,-0.459222897,0.084596227,3.592452908,-0.271371639,-0.823705508
358,0.25,0.5,0,-0.125,0.0625,-0.125,0.203125,0.78125,-0.5625,4.174811402,-0.371642691,-0.78301854,0.288371843,0.42109903,-0.07994671,4.597742335,-0.860664685,-0.961290241
359,0,-0.25,0,0.4375,0.25,0.125,0.140625,-0.4375,-0.09375,0.964786432,3.495908677,-1.08407963,5.193139077,0.531152177,0.90569446,4.782702942,-0.474300192,-1.12376791
360,0.125,-0.125,-0.25,-0.15625,0.40625,-0.1875,0.0546875,-0.5234375,-0.859375,3.973934436,-0.345376857,-0.716185889,2.68212716,-0.425825824,1.039978219,4.521339777,-0.672555421,-1.049963023
361,0.25,-0.25,0.5,0,0,0,-0.265625,-0.109375,0.78125,2.206394092,-0.069536032,-0.480539018,1.598030685,0.132796613,0.211177601,2.444891658,-0.375291363,-0.464386121
362,-0.125,0.125,-0.25,0.09375,0.65625,-0.3125,-0.3359375,0.2421875,-0.296875,-0.219569798,6.253965039,-1.506621924,-1.32868161,-1.200914212,0.268353833,5.907573508,-0.599341798,-1.250399015
363,0,0,0,0.5,-0.5,0.5,0.375,0.375,0,3.55280572,1.47902625,-1.187269186,-6.457558266,0.116301198,-0.940142127,6.331014597,-1.133173489,-1.503547868
364,0,0.25,0,0.4375,0.5,-0.125,-0.046875,0.0625,-0.28125,1.740959524,2.806909033,-1.087464811,5.735248997,0.54777026,1.22298824,4.871848539,-0.343716342,-1.200277874
365,-0.25,-0.25,0,0.125,0.375,0.625,-0.0625,-0.34375,0.28125,6.000855501,-0.22623648,-1.323716202,2.801561932,0.022858103,-1.009861044,6.332982264,-0.510665501,-1.371413943
366,0.125,0.125,-0.25,-0.53125,-0.28125,-0.4375,0.2890625,-0.1796875,0.171875,1.347547477,3.239733815,-1.08906624,6.109625829,-0.442072151,-0.860701402,5.520039905,-0.771144335,-1.250680518
367,0.125,0.375,-0.25,0.40625,0.34375,0.1875,0.0546875,0.0703125,-0.296875,1.39661126,2.721409037,-0.984633914,5.24884359,0.352874949,0.858873627,4.88315004,-0.733300934,-1.14120664
368,-0.25,0.25,-0.5,-0.1875,0.5625,0.375,-0.296875,-0.171875,-0.40625,-0.401683396,16.3405409,-4.241809656,2.696384727,1.845051329,-0.414563547,16.48776017,-0.488898491,-4.301813836
369,0,-0.5,0,0.5,0.25,0.5,0.09375,-0.21875,0.5625,-0.094167454,4.862096248,-1.246281769,-3.383060975,-0.435287529,0.066183848,6.265912102,-1.018033815,-2.179102055
370,0.5,-0.25,0,-0.375,0.0625,-0.75,0.453125,0.03125,-0.09375,2.95392987,-0.185186186,-0.61057938,1.74067769,-0.010389122,0.928881982,3.13177774,-0.405714762,-0.688964164
371,0.125,0.375,-0.25,0.34375,-0.34375,0.3125,0.2421875,0.5390625,-0.296875,2.905498186,2.705670558,-1.37776944,-7.812349086,-0.332508685,0.338845566,6.305207009,-1.042008757,-1.243293208
372,0,0,0,0.125,0.25,0,0,0,0.75,-0.153044379,4.299899738,-1.047373109,-1.709606659,-0.606222416,0.165356614,4.287182261,-0.424963557,-0.945052005
373,-0.5,0.25,0,0.375,0.4375,-0.75,-0.546875,0.4375,0.09375,-0.032064085,15.85122285,-4.073962182,2.169958971,-2.80143282,-0.04711721,14.18472531,-0.212069513,-3.393097758
374,-0.25,0.25,0,0,-0.125,-0.125,-0.484375,0.390625,0,3.501765968,2.914083925,-1.517587145,-7.492037621,-0.615729605,0.296411708,6.977344601,-0.533824761,-1.545257092
375,-0.125,0.125,0.25,0.21875,0.40625,-0.1875,-0.1484375,0.1484375,0.109375,-0.124727045,4.965875196,-1.230243547,-0.967544602,-0.85045619,0.143097714,4.67441772,-0.361717102,-1.038718952
376,0.125,-0.375,-0.75,-0.03125,-0.78125,-0.0625,0.0078125,-0.1171875,-0.984375,0.705897182,4.775296402,-1.290644981,7.036050229,-0.686152071,-0.936669858,6.839382007,-1.090659837,-1.558173567
377,0.125,-0.125,0.25,0.34375,-0.09375,-0.3125,0.0546875,-0.3359375,0.296875,-0.081410391,4.104717154,-1.028628619,-1.272927402,-0.614450196,0.081922899,3.856811904,-0.268849957,-0.865023196
378,0.125,-0.125,0.25,0.34375,0.15625,0.1875,0.2421875,-0.0546875,0.859375,-0.103659648,3.688188153,-0.91724536,-1.669382691,-0.467565483,0.107607702,3.643132092,-0.36437336,-0.801720474
379,-0.25,0.25,0,-0.0625,0.0625,0.5,-0.296875,0.296875,-0.1875,-0.170451169,8.510345142,-2.149578251,0.705641119,1.265806186,-0.174818815,8.561584863,-0.178435779,-2.192833362
380,0.25,0,0,0.1875,0.375,-0.25,0.4375,0.140625,0.46875,3.961143884,-0.089939026,-0.894417431,0.943046871,-0.016805907,1.082726722,3.744741359,-0.225817545,-0.810178835
381,0,-0.25,0,0.125,0.4375,0.25,-0.515625,-0.0625,0.28125,-0.128487831,4.326178896,-1.072655886,-2.489910476,-0.549875674,0.129288346,4.419064567,-0.580008752,-0.937765159
382,-0.375,0.375,0.25,0.53125,0.21875,-0.4375,-0.3046875,0.3984375,0.203125,-0.071525251,12.02269035,-3.170837858,2.413981165,-1.446205388,0.011509255,11.22816103,-0.242888668,-2.802848997
383,0,-0.25,0,0.125,0.1875,0.5,-0.28125,-0.390625,0.1875,-0.128003232,4.250776983,-1.04726719,-2.244757015,0.53384488,-0.135775927,4.535290534,-0.39891369,-1.060870283
384,-0.75,0.25,0.5,0,0,0,-0.703125,0.296875,0.40625,-0.420143501,20.54419776,-5.225627899,3.34306329,2.645800087,-0.37474827,20.74212451,-0.534798706,-5.308899448
385,-0.25,0,0,0.3125,-0.125,-1,-0.390625,-0.1875,0,-0.037937925,10.86443561,-2.790478438,0.447271404,-1.819369863,0.002021989,9.444342963,-0.110701135,-2.226704742
386,-0.25,0.5,0,-0.0625,-0.5,1,0.078125,0.5,0,9.035762487,0.036398214,-2.111175349,-3.535224823,0.130681556,-2.741329172,9.529183875,-0.280328455,-2.287870069
387,0.25,0.25,0,-0.125,-0.25,-0.375,0.25,0.15625,-0.46875,3.670179576,-0.325369683,-0.670273732,1.180948802,-0.097705997,0.766647547,4.028287771,-0.693013382,-0.803221107
388,0.125,-0.625,-0.25,0.28125,-0.03125,-0.0625,0.1953125,-0.5078125,-0.015625,0.455601712,3.400552669,-0.95961582,4.278592678,0.355507641,0.531516364,4.294043719,-0.559015207,-0.966468748
389,-0.125,0.375,0.25,-0.21875,0.15625,-0.3125,-0.1484375,0.2578125,0.484375,-0.256966661,6.436533804,-1.63726948,0.244692313,0.533777607,-0.270201272,6.447417788,-0.245236254,-1.659883871
390,-0.125,0.125,-0.25,0.40625,0.59375,0.0625,0.1328125,-0.1328125,-0.109375,1.841167759,3.698673972,-1.30891715,6.898510837,0.762595514,1.497080511,5.993759674,-0.482415816,-1.463583457
391,0.125,0.125,-0.25,0.34375,-0.40625,0.3125,0.2421875,0.3359375,-0.296875,3.057346039,1.276855301,-0.997871666,-5.704978212,-0.160940072,-0.206576369,5.395727074,-0.95144477,-1.24851358
392,0,0.5,0,-0.5,0.25,-0.5,0.09375,0.21875,0.5625,-0.312551887,8.04767049,-2.094458736,0.978724602,0.534928504,-0.329728937,8.082730695,-0.322859009,-2.119211818
393,0.25,0.25,0,0.25,0.375,-0.375,0.015625,0.296875,0.1875,-0.105435918,4.507393496,-1.130839203,-0.34787858,-0.729991111,0.132448386,4.103905963,-0.291899303,-0.911607622
394,-0.375,0.125,-0.25,-0.03125,0.46875,0.0625,-0.5859375,0.0078125,0.171875,-0.501816892,11.36770137,-2.901660425,-1.282336307,0.692160029,-0.57453246,11.41134593,-0.506448141,-2.940673733
395,-0.125,0.625,-0.25,0.09375,-0.09375,0.1875,0.0390625,0.9296875,-0.859375,-0.358307993,8.657041035,-1.992122268,1.613773566,0.873983281,0.16629152,9.318950224,-1.664493209,-1.854608406
396,-0.25,0,0,0.1875,-0.125,0,-0.390625,-0.375,0,-0.268485639,6.027018026,-1.495246631,-2.154377726,-0.586218403,0.315837351,6.020663079,-0.672057226,-1.351929378
397,0,0,-0.5,0.125,-0.5,-0.625,-0.234375,-0.234375,-0.3125,-0.362170667,10.19166237,-2.549551848,-0.126844334,-1.397773412,0.395187089,9.021274627,-0.715001508,-1.980248738
398,0.125,-0.625,-0.25,0.21875,-0.09375,-0.1875,0.0546875,-0.6484375,-0.296875,0.432346969,3.366087694,-0.946418423,4.20982753,0.343141546,0.509199654,4.238380083,-0.558164715,-0.95121394
399,-0.375,0.125,0.25,0.21875,0.34375,0.1875,-0.0703125,0.0546875,-0.265625,6.726976208,-0.38689614,-1.377037768,1.292999232,0.597144754,-0.586654342,7.280124767,-1.147869471,-1.475738375
400,-0.625,-0.125,0.25,0.21875,0.09375,-0.4375,-0.4140625,-0.2890625,-0.171875,-0.209303558,12.4492633,-3.123658089,-2.85173337,-2.179780313,0.193711276,11.40021445,-0.735524741,-2.541631764
401,0.125,-0.375,-0.25,-0.03125,-0.03125,0.0625,0.1015625,-0.8671875,-0.765625,3.806944587,-0.27092618,-0.728297766,2.923435386,0.187372052,-0.644556585,4.553859713,-0.735072249,-1.002976121
402,0,0,-0.5,0.1875,-0.0625,0,0,0,-0.78125,3.813017538,1.272676977,-1.149697537,-8.011260543,-0.509721583,0.375932505,6.417605844,-1.051228998,-1.561927414
403,-0.25,0,0,-0.125,0.3125,-0.375,-0.4375,0.140625,0.46875,-0.428257482,6.265696502,-1.568683267,-2.823193972,0.070742481,-0.509817037,6.55208745,-0.649657923,-1.633673775
404,0.5,0,0.5,0.375,-0.125,0.125,0.640625,0.046875,0.875,2.863820955,-0.15895941,-0.617134066,1.188807946,0.005043266,0.41276077,2.840775431,-0.271514124,-0.57668918
405,-0.25,0,0,0.5,0.3125,-0.875,-0.484375,0.375,0,0.010964378,11.36895167,-2.939850715,0.616209768,-1.953066458,-0.035887133,9.775651578,-0.111577356,-2.291751114
406,-0.125,-0.125,-0.25,-0.09375,0.65625,0.5625,-0.1015625,-0.1953125,-0.578125,4.250967686,3.504766319,-1.853618996,-9.578223471,0.842116251,-0.639005302,8.707142711,-0.916963435,-1.888064268
407,0,-0.25,0,0.5,0.4375,0.5,0.28125,-0.296875,0.1875,0.842997542,3.628951745,-1.093287063,5.178551,0.481675266,0.815420992,4.895001293,-0.542938571,-1.136439612
408,-0.25,0.25,0.5,0.0625,-0.3125,0.625,-0.0625,0.34375,0.3125,5.639738229,-0.249903803,-1.141201776,0.079241399,-0.480798044,-1.240427973,6.016519961,-0.571630169,-1.36754266
409,0,0,-0.5,-0.1875,0.0625,0.25,-0.140625,0.140625,-0.6875,4.091987867,2.779886954,-1.603804915,-8.961771964,0.832158489,-0.669058063,7.993336415,-1.076187654,-1.649078854
410,0,0,0,-0.125,0.375,0.25,0.515625,-0.046875,0.28125,5.225305067,-0.59016289,-1.032599625,1.329724546,-0.049247146,-0.940338018,5.335034603,-0.66324009,-1.069251961
411,0,0,-1,0,0.25,0,0,0.28125,-1,0.818637036,6.299847519,-1.507770247,12.80192015,-0.190189165,0.012099558,11.02670049,-1.497281318,-4.111797274
412,0,0.25,0.5,-0.1875,-0.375,0.75,0.140625,0.4375,0.125,4.394200296,0.024602869,-1.034499937,-0.770060542,0.049424061,-1.327561749,4.507288791,-0.008085511,-1.114900053
413,0.125,0.375,-0.75,0.03125,0.21875,0.0625,0.0078125,0.8671875,-0.984375,3.625211248,1.535016895,-1.144027855,-9.768522834,0.451050221,-0.634031618,7.592195108,-1.16083015,-2.415164669
414,0,0,0,-0.1875,0.3125,-0.125,0.140625,0.140625,0.09375,4.276653199,-0.353664618,-0.824540599,2.053166063,-0.505620701,0.300352322,4.767625362,-0.793615892,-1.05485844
415,-0.25,0.25,-0.5,-0.25,-0.25,0.5,-0.296875,0.484375,-0.40625,-0.340515944,13.54679705,-3.419897885,1.20528447,2.180084703,-0.385939202,13.6413666,-0.348370638,-3.506612734
416,0.5,0.25,0.5,-0.4375,0,0,0.3125,0.109375,0.78125,-0.10590542,3.548639907,-0.893905064,-0.389215343,0.452173913,-0.114037903,3.570699805,-0.113695964,-0.908174419
417,0.125,-0.125,-0.25,0.53125,0.09375,0.1875,0.0546875,-0.3359375,0.265625,-0.261676452,6.054988407,-1.495170451,-2.02563846,-0.776859779,0.320293875,5.716787517,-0.69823687,-1.208153823
418,-0.25,0.25,0.5,0.375,0.375,-0.75,-0.34375,0.4375,0.125,0.021663488,6.656207188,-1.710839437,1.079384838,-1.200193292,-0.069700754,6.116329491,-0.05509271,-1.489749818
419,0.125,-0.125,0.25,-0.15625,0.15625,0.1875,0.3359375,-0.3359375,0.296875,3.403782684,-0.170364724,-0.734429585,1.635030349,0.008917204,-0.595941599,3.60132461,-0.337496577,-0.764839658
420,0.375,0.375,0.25,-0.28125,0.34375,-0.6875,0.6328125,0.3515625,0.296875,3.195298777,-0.12096996,-0.69263991,-0.214443874,-0.023623643,0.931842706,3.351676562,-0.433169386,-0.767348799
